artist,painting,gif_compression,jpeg_compression,kolmogorov_complexity,zurek_entropy,hough_value,laplacian_variance,sobel_sharpness,michelson_contrast,mean_magnitude_spectrum,fractal_dimension,edge_count
wassily kandinsky,6615,110.37451276868954,21.643327685375844,0.5854725,7.612392318461305,15,65.01862626451475,77.4675335204162,1.0,170.91761472348864,1.6540254717951102,11200.0
wassily kandinsky,6616,114.33732742703877,21.968148559011023,0.611285,7.7777548680300095,20,100.83276347570063,88.81831339775918,1.0,169.39714782883493,1.6486504611539652,12402.0
wassily kandinsky,6617,114.42166688194754,22.50951668173633,0.6117875,7.907495443941002,15,143.2055948338093,102.42989645027208,1.0,169.5822065286416,1.6444698156603872,15786.0
wassily kandinsky,6618,110.11503597723595,20.271861774471738,0.58127,7.701435935113381,21,106.33544886461459,96.02708880441241,1.0,165.77544842078854,1.6523457273899804,17982.0
wassily kandinsky,6619,119.81597282901886,27.848356140444185,0.620395,7.846330924576925,15,148.55928921326995,123.92273588783485,1.0,182.72828204654454,1.657557635825226,16739.0
wassily kandinsky,6620,103.23339234562461,16.12213264848683,0.55205,7.684721349453387,23,74.60860363334359,72.23115667744618,1.0,155.76695711432222,1.6258035698616256,8849.0
wassily kandinsky,6621,117.37164826648228,22.41567954046394,0.6164425,7.737155591815742,20,48.6996102923149,76.31337697848373,1.0,171.17241884149186,1.646021729520639,4483.0
wassily kandinsky,6622,115.65142731230674,24.911671516818505,0.5992825,7.660552658431552,23,118.59468457392359,107.02855128562862,1.0,174.48213317460062,1.658808067025482,14599.0
wassily kandinsky,6623,110.44061666578023,19.94096238156385,0.5859775,7.6851611704735445,21,79.49496742301562,81.53242368132648,1.0,166.31813296825374,1.6435579141713552,9152.0
wassily kandinsky,6624,106.47970154470372,19.60018539483782,0.5748225,7.531689492181008,25,103.64284891785064,84.05032485110031,1.0,166.22242712384806,1.6476457261941566,11927.0
wassily kandinsky,6625,106.07054121615975,17.04378813321075,0.5759575,7.686772944493278,24,52.21118631347781,66.04606945508147,1.0,161.14690094624595,1.6395952518791341,6297.0
wassily kandinsky,6626,112.99625411249818,23.373806140824097,0.5952525,7.864230616574139,17,112.28100585885113,98.50238590317419,1.0,173.0151784937243,1.6517677623838958,14680.0
wassily kandinsky,6627,116.81090486357523,22.24586090828274,0.6183575,7.800553371358226,19,103.9380357113987,102.14659907080546,1.0,167.75163560856754,1.6486118367674762,13416.0
wassily kandinsky,6628,110.81672504577884,20.36607882319867,0.5916475,7.711610745410565,18,105.61981385946274,94.12244797156848,1.0,162.88174669599238,1.651009667375336,13246.0
wassily kandinsky,6629,102.43672641344568,14.937961112672953,0.554055,7.556884292723191,17,38.07452772463148,59.53908735098673,0.9918032786885246,148.0617708409143,1.6311912357168885,4819.0
wassily kandinsky,6630,89.20265023440291,13.56839473904157,0.482505,7.139752143901159,27,29.07775749679422,49.19825035865899,13.352941176470589,147.8228492550762,1.6179273645252747,1393.0
wassily kandinsky,6631,114.16978823958483,21.847717895920553,0.6057875,7.83280216623808,24,104.97385023800598,93.61609924555285,1.0,170.4099748664244,1.6439546098268025,14761.0
wassily kandinsky,6632,90.07871682458153,14.276922141766265,0.479025,7.22375345006222,20,46.63676472705265,56.98276572285883,15.933333333333334,156.55670117310663,1.642419239646775,6251.0
wassily kandinsky,6633,117.51981217375447,24.03104603718534,0.615145,7.792068451637675,17,122.79552576452261,104.95108755351221,1.0,173.87260382105688,1.6538501135289105,17336.0
wassily kandinsky,6634,119.89537348701856,23.9022574100949,0.6314625,7.893689214743041,11,137.30538764200173,114.93180200916396,1.0,167.94224691583247,1.6564626139919247,21125.0
wassily kandinsky,6635,114.61238042412869,21.440457104649308,0.603115,7.725477174668542,11,96.34557629375195,98.32808700744056,1.0,165.42400883956887,1.6709980490624805,11985.0
wassily kandinsky,6636,115.69397694721566,23.52804856736899,0.6050775,7.784467643341513,19,120.67379971382616,107.12802047655624,1.0,171.00633712089902,1.6603077239322461,16542.0
